Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m_none,PAC,1.0,0.5,27000,1m,50.0,0.25,none,0.0,0.0,2,1126.2148204195853,0.47060045560543323,-0.04864293198465533,0.2166040122956852,0.9168345034304592,0.9041006606383181,0.9608891990213212,0.9813422354633884,0.9487773650410092
Persistence_P,PAC,1.0,0.5,0,1m,,,none,0.0,0.0,2,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1m_none,PAC,1.0,1.0,27000,1m,100.0,0.25,none,0.0,0.0,2,1339.3708363907,0.5596698910384293,-0.07901818158631849,0.2633020799296839,0.8823742554769993,0.694424646730183,0.7863807651341355,0.8431648894850906,0.7746567671164697
Persistence_P,PAC,1.0,1.0,0,1m,,,none,0.0,0.0,2,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1m_none,PAC,1.0,3.0,27000,1m,50.0,0.25,none,0.0,0.0,2,1738.9124630634765,0.7266224724966397,-0.11221484929842059,0.35113990729303934,0.8017303915213221,0.39500931724313965,0.48332831241289437,0.5401472654292583,0.47282829836176415
Persistence_P,PAC,1.0,3.0,0,1m,,,none,0.0,0.0,2,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1m_none,PAC,1.0,6.0,27000,1m,25.0,0.75,none,0.0,0.0,2,1875.806158527024,0.7838249122857517,-0.03467790188929968,0.3985566202207712,0.7692845791351356,0.26419574943767665,0.3402132078166946,0.3922605417909748,0.3322231663484487
Persistence_P,PAC,1.0,6.0,0,1m,,,none,0.0,0.0,2,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1m_none,PAC,1.0,10.0,27000,1m,25.0,0.75,none,0.0,0.0,2,1888.1695342203234,0.7889910760838095,-0.026619140265791603,0.4041797816755789,0.7662332814085328,0.20981524495978457,0.29463178292597975,0.3502413389688245,0.28489612228486294
Persistence_P,PAC,1.0,10.0,0,1m,,,none,0.0,0.0,2,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
